Date,Temperature,Humidity,Soil Moisture,Rainfall,Water Usage,Crop
11/13/2022,23,61,42,29,106,Wheat
11/12/2022,16,89,43,183,73,Wheat
11/19/2022,20,35,71,86,198,Wheat
10/19/2023,15,39,66,139,148,Wheat
10/23/2023,20,31,54,183,173,Wheat
10/24/2023,18,66,39,72,181,Wheat
10/13/2024,20,83,58,186,59,Wheat
10/14/2024,20,69,59,86,180,Wheat
10/18/2024,16,85,29,182,177,Wheat
10/21/2024,21,56,55,110,143,Wheat
10/22/2024,17,60,29,86,63,Wheat
10/24/2024,15,50,30,195,121,Wheat
10/25/2024,23,90,58,30,189,Wheat
10/29/2024,17,36,62,185,86,Wheat
10/31/2024,15,39,27,94,70,Wheat
11/3/2024,18,76,24,168,55,Wheat
11/4/2024,20,74,52,196,87,Wheat
11/5/2024,22,49,24,47,89,Wheat
11/15/2024,18,75,20,39,154,Wheat
11/17/2024,17,39,28,100,125,Wheat
11/18/2024,16,32,51,166,185,Wheat
11/22/2024,16,79,57,74,156,Wheat
11/23/2024,17,44,23,76,104,Wheat
12/25/2024,22,36,76,77,86,Wheat
12/22/2024,20,57,78,98,178,Wheat
12/18/2024,17,52,27,163,119,Wheat
12/16/2024,21,45,33,179,197,Wheat
12/15/2024,20,30,44,45,81,Wheat
12/14/2024,21,59,51,76,83,Wheat
10/10/2024,15,84,64,199,160,Wheat
12/13/2024,17,56,59,100,128,Wheat
12/6/2024,23,69,31,42,181,Wheat
12/5/2024,23,36,32,20,146,Wheat
12/4/2024,20,34,45,0,148,Wheat
12/3/2024,21,67,51,153,137,Wheat
12/2/2024,18,61,42,158,185,Wheat
11/29/2024,19,60,61,52,188,Wheat
12/7/2024,17,70,43,43,146,Wheat
10/5/2022,17,35,33,17,76,Wheat
10/9/2024,16,52,56,83,188,Wheat
10/6/2024,19,77,69,161,117,Wheat
10/25/2023,18,52,70,151,97,Wheat
10/27/2023,15,84,72,188,167,Wheat
11/1/2023,23,42,77,19,50,Wheat
11/4/2023,24,73,61,70,193,Wheat
11/6/2023,18,47,68,40,84,Wheat
11/9/2023,23,68,28,102,198,Wheat
11/10/2023,16,37,78,3,88,Wheat
11/11/2023,16,67,35,199,77,Wheat
11/16/2023,21,75,72,172,129,Wheat
11/29/2023,17,78,44,98,71,Wheat
11/30/2023,21,87,79,17,140,Wheat
12/1/2023,20,41,26,22,77,Wheat
12/2/2023,21,74,57,177,80,Wheat
12/4/2023,17,77,38,79,139,Wheat
12/6/2023,19,54,70,18,120,Wheat
12/8/2023,20,69,74,153,100,Wheat
12/9/2023,24,47,72,29,178,Wheat
10/1/2024,22,56,65,82,97,Wheat
1/30/2024,15,31,78,61,146,Wheat
1/26/2024,19,73,33,117,52,Wheat
1/25/2024,20,45,75,176,151,Wheat
1/18/2024,15,41,74,29,195,Wheat
1/9/2024,19,63,30,159,57,Wheat
10/8/2024,19,42,54,148,52,Wheat
1/4/2024,22,50,42,199,61,Wheat
12/23/2023,19,60,38,82,129,Wheat
12/21/2023,15,79,47,1,50,Wheat
12/19/2023,16,82,79,56,170,Wheat
12/17/2023,18,90,75,88,130,Wheat
12/14/2023,16,31,22,195,113,Wheat
12/12/2023,18,66,33,169,54,Wheat
12/29/2023,20,70,56,22,58,Wheat
10/1/2022,16,68,34,188,58,Wheat
12/31/2024,23,53,80,9,58,Wheat
1/19/2022,16,58,51,109,162,Wheat
1/8/2022,24,90,76,4,140,Wheat
1/22/2022,18,33,27,23,71,Wheat
1/21/2022,22,50,25,162,94,Wheat
1/27/2022,17,80,29,11,161,Wheat
1/13/2022,22,48,57,47,194,Wheat
1/3/2022,20,74,41,191,72,Wheat
1/31/2022,22,46,73,46,176,Wheat
1/29/2022,20,74,70,192,173,Wheat
1/11/2022,20,78,73,183,94,Wheat
1/4/2022,15,51,22,184,66,Wheat
1/10/2022,21,69,52,194,100,Wheat
1/15/2024,37,46,80,38,69,Corn
1/14/2024,33,65,48,64,120,Corn
5/20/2022,21,53,48,160,90,Corn
1/11/2024,36,69,58,61,154,Corn
1/10/2024,32,73,29,24,71,Corn
2/11/2022,26,69,30,148,152,Corn
1/13/2024,33,82,55,2,193,Corn
1/12/2024,33,73,42,159,151,Corn
1/17/2024,34,46,27,17,141,Corn
1/8/2024,34,58,24,56,147,Corn
2/10/2022,34,43,57,177,160,Corn
1/19/2024,34,73,26,22,104,Corn
1/20/2024,36,34,66,12,96,Corn
1/21/2024,34,45,80,50,133,Corn
1/22/2024,25,88,37,75,65,Corn
1/23/2024,33,71,50,198,54,Corn
1/24/2024,27,34,57,128,60,Corn
2/9/2022,40,39,34,169,74,Corn
2/8/2022,34,57,60,149,138,Corn
1/16/2024,40,84,80,163,169,Corn
1/7/2024,35,42,72,20,176,Corn
2/12/2022,23,72,53,124,120,Corn
1/5/2024,33,30,21,44,187,Corn
2/19/2022,16,89,79,142,66,Corn
12/13/2023,39,33,31,194,186,Corn
2/18/2022,40,40,61,70,169,Corn
12/15/2023,39,36,79,81,175,Corn
12/16/2023,38,73,67,121,117,Corn
2/17/2022,16,39,59,168,197,Corn
12/18/2023,32,32,26,83,169,Corn
2/16/2022,39,40,40,147,151,Corn
12/20/2023,35,40,46,63,181,Corn
2/15/2022,24,77,26,26,93,Corn
12/22/2023,29,56,44,35,123,Corn
1/6/2024,31,41,42,34,79,Corn
2/14/2022,30,88,20,155,191,Corn
12/25/2023,37,34,51,19,195,Corn
12/26/2023,37,68,74,181,81,Corn
12/27/2023,31,55,76,76,77,Corn
12/28/2023,35,85,71,88,134,Corn
2/13/2022,18,38,56,106,91,Corn
12/30/2023,27,40,56,106,149,Corn
12/31/2023,30,59,41,53,149,Corn
1/1/2024,27,43,71,172,52,Corn
1/2/2024,26,75,28,105,78,Corn
1/3/2024,28,41,54,32,65,Corn
1/27/2024,33,37,45,80,93,Corn
12/24/2023,25,76,67,144,164,Corn
1/28/2024,27,38,24,155,128,Corn
2/2/2024,32,89,51,19,107,Corn
2/7/2022,24,60,73,90,105,Corn
2/27/2024,20,71,69,97,163,Corn
2/28/2024,35,40,79,133,197,Corn
2/29/2024,27,74,54,54,126,Corn
3/1/2024,19,67,39,128,102,Corn
3/2/2024,27,42,31,97,181,Corn
3/3/2024,18,84,25,59,131,Corn
3/4/2024,24,89,20,143,53,Corn
3/5/2024,20,84,37,13,175,Corn
3/6/2024,36,82,37,92,159,Corn
3/7/2024,19,45,29,92,98,Corn
3/8/2024,23,79,60,24,152,Corn
3/9/2024,25,86,73,168,128,Corn
3/10/2024,31,83,68,85,144,Corn
3/11/2024,39,49,47,182,94,Corn
3/12/2024,38,74,54,95,68,Corn
3/13/2024,27,80,58,37,166,Corn
3/14/2024,25,79,45,148,144,Corn
3/15/2024,34,50,32,73,104,Corn
3/16/2024,21,82,50,95,112,Corn
3/17/2024,40,64,22,162,159,Corn
3/18/2024,20,47,37,49,182,Corn
3/19/2024,32,41,51,72,57,Corn
3/20/2024,15,60,57,15,180,Corn
2/26/2024,31,51,45,143,126,Corn
1/29/2024,28,48,25,78,88,Corn
2/25/2024,26,37,21,90,94,Corn
2/23/2024,23,61,27,190,179,Corn
1/31/2024,39,70,47,6,67,Corn
2/1/2024,29,63,39,137,146,Corn
12/11/2023,36,62,61,45,148,Corn
2/3/2024,27,69,71,52,104,Corn
2/4/2024,39,61,35,59,137,Corn
2/5/2024,27,82,63,141,178,Corn
2/6/2024,36,65,50,188,79,Corn
2/7/2024,25,87,44,71,145,Corn
2/8/2024,30,31,22,128,192,Corn
2/9/2024,29,79,68,14,192,Corn
2/10/2024,30,81,45,45,76,Corn
2/11/2024,29,40,37,69,172,Corn
2/12/2024,27,68,56,33,105,Corn
2/13/2024,27,30,79,138,88,Corn
2/14/2024,15,81,41,198,177,Corn
2/15/2024,19,45,27,118,97,Corn
2/16/2024,30,59,67,173,107,Corn
2/17/2024,36,66,47,9,183,Corn
2/18/2024,32,87,75,150,92,Corn
2/19/2024,17,81,36,115,102,Corn
2/20/2024,36,51,66,180,94,Corn
2/21/2024,15,85,24,155,110,Corn
2/22/2024,34,78,80,66,107,Corn
2/24/2024,28,47,32,120,106,Corn
12/10/2023,33,54,63,27,97,Corn
12/3/2023,29,68,59,122,164,Corn
2/21/2022,15,60,51,36,155,Corn
9/19/2023,33,85,80,94,180,Corn
9/21/2023,37,67,24,40,80,Corn
9/22/2023,38,67,44,99,102,Corn
9/24/2023,40,61,21,52,174,Corn
9/26/2023,34,64,21,35,140,Corn
9/27/2023,40,51,52,45,185,Corn
9/30/2023,37,81,49,65,83,Corn
3/19/2022,28,38,78,178,123,Corn
10/2/2023,27,80,23,70,137,Corn
10/3/2023,29,80,49,146,180,Corn
9/15/2023,38,58,38,70,82,Corn
3/18/2022,31,46,73,173,77,Corn
10/6/2023,39,31,62,26,152,Corn
10/7/2023,27,58,65,105,53,Corn
3/17/2022,21,59,64,70,56,Corn
3/16/2022,24,54,66,189,158,Corn
10/10/2023,36,39,43,59,53,Corn
3/15/2022,23,57,38,94,84,Corn
3/14/2022,40,60,22,134,124,Corn
10/13/2023,26,87,49,191,129,Corn
3/13/2022,34,74,67,22,86,Corn
10/15/2023,28,34,34,85,195,Corn
10/5/2023,37,45,55,56,192,Corn
3/12/2022,26,71,22,117,58,Corn
9/14/2023,39,35,49,69,71,Corn
5/19/2022,36,33,29,15,97,Corn
7/30/2023,24,31,63,40,183,Corn
7/31/2023,16,39,37,3,108,Corn
8/2/2023,24,38,45,5,110,Corn
8/4/2023,26,84,41,35,97,Corn
8/6/2023,34,41,64,72,143,Corn
8/9/2023,19,61,73,25,91,Corn
8/10/2023,36,37,23,50,67,Corn
8/12/2023,23,64,65,28,93,Corn
8/13/2023,32,43,52,24,55,Corn
8/17/2023,29,72,51,19,175,Corn
9/12/2023,16,34,23,59,60,Corn
8/19/2023,17,86,79,63,52,Corn
8/23/2023,33,47,47,55,158,Corn
8/24/2023,23,50,49,21,103,Corn
8/26/2023,20,56,46,22,83,Corn
8/27/2023,31,78,27,28,62,Corn
8/28/2023,28,43,75,47,93,Corn
8/29/2023,34,75,48,56,110,Corn
8/30/2023,40,42,27,6,108,Corn
9/1/2023,40,74,28,40,174,Corn
9/7/2023,37,42,21,73,160,Corn
9/8/2023,34,54,39,51,55,Corn
8/22/2023,19,46,64,92,91,Corn
10/17/2023,37,37,20,179,143,Corn
10/18/2023,29,33,46,179,106,Corn
3/11/2022,19,60,67,126,162,Corn
2/28/2022,25,59,79,86,88,Corn
11/17/2023,40,75,46,129,65,Corn
11/18/2023,25,82,42,159,108,Corn
11/19/2023,28,63,58,155,52,Corn
11/20/2023,32,32,71,182,169,Corn
11/21/2023,40,40,36,27,183,Corn
11/22/2023,35,43,52,108,128,Corn
11/23/2023,28,40,44,200,168,Corn
11/24/2023,35,47,55,85,196,Corn
11/25/2023,38,33,63,101,100,Corn
11/15/2023,38,70,60,14,66,Corn
11/26/2023,28,65,70,141,136,Corn
11/28/2023,32,78,71,108,178,Corn
2/27/2022,32,44,77,51,185,Corn
2/26/2022,19,77,33,62,72,Corn
2/25/2022,27,33,45,121,57,Corn
2/24/2022,37,82,67,160,158,Corn
3/21/2024,37,39,22,96,147,Corn
2/23/2022,18,55,65,93,92,Corn
12/5/2023,32,34,58,128,146,Corn
2/22/2022,36,72,59,84,170,Corn
12/7/2023,39,56,23,16,136,Corn
11/27/2023,30,68,57,35,52,Corn
11/14/2023,28,73,25,158,129,Corn
11/13/2023,28,59,47,185,188,Corn
11/12/2023,37,88,51,187,184,Corn
10/20/2023,27,86,57,49,123,Corn
10/21/2023,26,87,36,181,161,Corn
10/22/2023,31,43,46,32,85,Corn
3/10/2022,23,88,70,30,114,Corn
3/9/2022,39,76,41,134,165,Corn
3/8/2022,26,75,59,126,101,Corn
10/26/2023,37,59,65,193,70,Corn
3/7/2022,35,40,44,121,54,Corn
10/28/2023,25,58,24,74,54,Corn
10/29/2023,27,55,68,169,179,Corn
10/30/2023,29,53,29,8,59,Corn
10/31/2023,35,88,28,160,174,Corn
3/6/2022,35,86,40,163,183,Corn
11/2/2023,37,65,66,78,164,Corn
11/3/2023,39,64,58,149,145,Corn
3/5/2022,20,45,38,50,99,Corn
11/5/2023,26,41,78,118,148,Corn
3/4/2022,33,61,27,35,107,Corn
11/7/2023,36,70,33,104,196,Corn
11/8/2023,29,57,79,192,164,Corn
3/3/2022,38,48,78,62,184,Corn
3/2/2022,25,63,59,72,125,Corn
3/1/2022,37,77,21,78,89,Corn
2/20/2022,26,79,22,188,127,Corn
3/22/2024,25,37,32,30,173,Corn
3/29/2024,26,64,39,129,55,Corn
3/24/2024,30,90,25,109,189,Corn
10/4/2024,38,80,41,132,160,Corn
10/5/2024,32,45,37,53,157,Corn
2/5/2022,33,37,28,187,116,Corn
10/7/2024,28,47,59,4,149,Corn
2/4/2022,40,41,49,127,149,Corn
2/3/2022,37,57,55,160,78,Corn
2/2/2022,24,35,20,24,57,Corn
10/11/2024,28,32,59,89,62,Corn
10/12/2024,29,86,46,155,75,Corn
2/1/2022,20,61,35,66,69,Corn
10/3/2024,39,36,78,36,91,Corn
10/15/2024,40,69,61,48,102,Corn
10/17/2024,39,82,69,137,147,Corn
1/30/2022,37,40,77,44,172,Corn
10/19/2024,37,79,60,128,161,Corn
10/20/2024,34,51,63,74,78,Corn
1/28/2022,40,84,37,134,108,Corn
10/23/2024,35,83,62,164,77,Corn
1/26/2022,38,57,77,165,114,Corn
10/26/2024,37,40,70,51,87,Corn
10/27/2024,35,73,62,160,60,Corn
10/28/2024,26,43,27,82,81,Corn
10/16/2024,26,84,33,21,130,Corn
1/25/2022,38,57,50,119,69,Corn
10/2/2024,37,30,24,20,164,Corn
9/28/2024,37,68,41,23,51,Corn
8/11/2024,16,64,71,27,68,Corn
8/12/2024,22,46,67,31,117,Corn
8/14/2024,39,52,50,30,74,Corn
8/15/2024,26,35,46,15,128,Corn
8/16/2024,30,37,70,30,90,Corn
8/22/2024,26,89,48,55,183,Corn
8/23/2024,35,75,72,79,94,Corn
8/27/2024,23,33,79,70,104,Corn
8/29/2024,23,66,45,76,148,Corn
8/30/2024,15,89,49,14,134,Corn
2/6/2022,31,69,72,151,197,Corn
8/31/2024,27,85,45,14,192,Corn
9/9/2024,30,80,58,54,174,Corn
9/10/2024,37,63,38,60,191,Corn
9/13/2024,37,54,34,50,132,Corn
9/16/2024,16,84,25,77,59,Corn
9/17/2024,21,73,61,3,56,Corn
9/20/2024,19,48,74,65,114,Corn
9/21/2024,20,35,52,69,83,Corn
9/23/2024,23,79,53,26,187,Corn
9/24/2024,15,37,37,21,71,Corn
9/27/2024,36,44,72,22,162,Corn
9/2/2024,15,31,43,23,97,Corn
10/30/2024,39,87,53,73,111,Corn
1/24/2022,39,76,53,61,170,Corn
11/1/2024,32,60,51,47,185,Corn
1/14/2022,37,72,30,128,93,Corn
1/12/2022,31,47,47,11,122,Corn
1/9/2022,29,66,80,163,105,Corn
12/8/2024,31,47,40,90,142,Corn
12/9/2024,39,50,67,44,137,Corn
12/10/2024,26,30,60,165,188,Corn
12/11/2024,40,71,36,83,101,Corn
12/12/2024,29,72,59,186,83,Corn
1/7/2022,38,32,29,40,68,Corn
1/6/2022,34,66,47,176,87,Corn
12/1/2024,36,53,65,47,86,Corn
1/5/2022,35,52,28,127,107,Corn
12/19/2024,36,49,29,94,134,Corn
12/20/2024,36,41,45,199,70,Corn
12/21/2024,25,71,76,26,77,Corn
12/23/2024,36,84,78,14,177,Corn
12/24/2024,37,74,61,139,161,Corn
1/2/2022,30,33,80,0,153,Corn
12/26/2024,40,40,22,138,117,Corn
12/27/2024,37,71,25,117,66,Corn
12/28/2024,31,80,69,194,116,Corn
12/29/2024,30,46,58,128,118,Corn
12/17/2024,35,80,52,136,159,Corn
11/30/2024,26,59,27,128,59,Corn
1/15/2022,27,81,33,66,107,Corn
11/28/2024,35,50,40,58,93,Corn
11/2/2024,35,52,29,189,128,Corn
1/23/2022,29,76,71,21,143,Corn
11/6/2024,33,42,68,95,117,Corn
11/7/2024,39,69,57,187,172,Corn
11/8/2024,32,83,36,48,82,Corn
11/9/2024,39,33,28,57,65,Corn
11/10/2024,25,36,34,146,102,Corn
11/11/2024,27,44,67,176,88,Corn
11/12/2024,39,60,70,159,181,Corn
11/13/2024,33,81,34,169,78,Corn
11/14/2024,27,40,67,196,162,Corn
1/20/2022,38,35,77,189,161,Corn
11/16/2024,28,72,57,36,169,Corn
1/18/2022,27,35,41,80,99,Corn
11/19/2024,32,32,31,170,179,Corn
11/20/2024,25,69,72,54,199,Corn
11/21/2024,25,81,73,119,129,Corn
1/17/2022,40,75,33,67,53,Corn
1/16/2022,27,34,65,31,72,Corn
11/24/2024,25,86,52,108,103,Corn
11/25/2024,38,61,67,130,123,Corn
11/26/2024,28,82,53,44,84,Corn
11/27/2024,39,41,42,19,99,Corn
8/9/2024,37,37,32,54,117,Corn
3/23/2024,25,81,25,104,130,Corn
8/8/2024,40,66,59,36,193,Corn
8/6/2024,19,60,33,57,180,Corn
4/20/2024,19,48,53,167,141,Corn
4/21/2024,31,34,58,191,76,Corn
4/22/2024,26,59,50,189,166,Corn
4/23/2024,22,69,69,18,93,Corn
4/24/2024,37,58,32,66,140,Corn
4/25/2024,32,38,65,137,163,Corn
4/26/2024,33,40,27,27,54,Corn
4/27/2024,30,46,70,89,147,Corn
4/28/2024,40,49,30,49,151,Corn
4/29/2024,25,56,75,150,192,Corn
4/19/2024,23,50,67,41,130,Corn
4/30/2024,28,31,75,148,178,Corn
5/2/2024,28,48,47,161,137,Corn
5/3/2024,39,30,23,74,153,Corn
5/4/2024,26,43,61,183,153,Corn
5/5/2024,40,54,73,178,194,Corn
5/6/2024,37,75,50,5,110,Corn
5/7/2024,27,48,45,110,150,Corn
5/8/2024,33,31,27,92,160,Corn
5/9/2024,20,73,28,159,144,Corn
5/10/2024,29,55,55,123,192,Corn
5/11/2024,22,50,43,58,101,Corn
5/1/2024,15,73,48,193,196,Corn
5/12/2024,37,34,27,113,184,Corn
4/18/2024,38,41,21,29,82,Corn
4/16/2024,24,71,49,152,126,Corn
3/25/2024,37,72,67,172,169,Corn
3/26/2024,25,82,23,177,78,Corn
3/27/2024,20,50,65,116,150,Corn
3/28/2024,39,31,23,138,166,Corn
7/29/2023,33,43,55,10,59,Corn
3/30/2024,17,87,77,185,92,Corn
3/31/2024,19,49,52,115,168,Corn
4/1/2024,21,55,32,82,108,Corn
4/2/2024,16,58,37,12,146,Corn
4/3/2024,16,50,64,28,76,Corn
4/17/2024,32,60,57,45,168,Corn
4/4/2024,15,64,76,43,103,Corn
4/6/2024,35,78,40,174,90,Corn
4/7/2024,19,66,63,191,125,Corn
4/8/2024,26,74,79,166,106,Corn
4/9/2024,18,77,24,147,156,Corn
4/10/2024,23,84,73,178,77,Corn
4/11/2024,40,57,65,105,122,Corn
4/12/2024,38,33,56,107,82,Corn
4/13/2024,28,34,51,4,123,Corn
4/14/2024,32,79,37,81,93,Corn
4/15/2024,37,61,61,70,116,Corn
4/5/2024,26,87,52,173,56,Corn
5/13/2024,23,89,75,134,137,Corn
5/14/2024,21,78,67,40,162,Corn
5/15/2024,24,35,76,44,104,Corn
6/29/2024,25,86,70,71,140,Corn
6/30/2024,36,53,37,56,68,Corn
7/1/2024,18,61,36,57,188,Corn
7/2/2024,18,80,72,28,131,Corn
7/3/2024,40,76,50,52,125,Corn
7/4/2024,30,53,67,13,171,Corn
7/9/2024,20,73,36,79,63,Corn
7/10/2024,27,51,32,62,65,Corn
7/11/2024,35,84,45,38,59,Corn
7/12/2024,28,33,35,19,141,Corn
6/27/2024,39,53,44,63,155,Corn
7/14/2024,29,35,37,47,83,Corn
7/19/2024,35,37,34,44,181,Corn
7/24/2024,28,67,49,62,66,Corn
7/25/2024,26,30,44,94,136,Corn
7/26/2024,35,50,28,86,197,Corn
7/27/2024,16,77,58,65,175,Corn
7/29/2024,25,52,69,65,188,Corn
8/1/2024,24,41,68,60,148,Corn
8/2/2024,37,34,70,51,52,Corn
8/3/2024,15,60,60,54,138,Corn
8/4/2024,19,58,36,14,189,Corn
7/18/2024,24,64,79,4,109,Corn
6/26/2024,15,40,41,51,150,Corn
6/22/2024,22,40,26,91,140,Corn
6/20/2024,38,36,41,14,107,Corn
5/16/2024,31,33,35,49,61,Corn
5/17/2024,19,44,74,181,80,Corn
5/18/2024,15,78,44,195,141,Corn
5/19/2024,26,69,75,108,110,Corn
5/20/2024,27,84,42,114,170,Corn
5/21/2024,18,51,67,199,51,Corn
5/22/2024,22,70,54,134,188,Corn
5/23/2024,17,53,24,200,75,Corn
5/24/2024,28,44,45,144,82,Corn
5/25/2024,19,30,47,85,149,Corn
5/26/2024,21,84,50,126,179,Corn
5/27/2024,20,66,43,132,121,Corn
5/28/2024,25,43,68,68,133,Corn
5/29/2024,21,39,54,67,197,Corn
5/30/2024,19,78,73,137,80,Corn
5/31/2024,29,88,72,25,143,Corn
6/1/2024,23,71,29,6,138,Corn
6/5/2024,28,86,78,72,134,Corn
6/12/2024,34,89,50,2,131,Corn
6/13/2024,35,83,73,63,103,Corn
6/14/2024,15,48,79,15,184,Corn
6/15/2024,33,68,26,61,149,Corn
6/18/2024,29,87,57,4,68,Corn
8/7/2024,19,59,60,72,51,Corn
7/27/2023,35,53,49,9,164,Corn
9/10/2023,28,43,44,71,145,Corn
12/6/2022,35,51,54,142,108,Corn
11/28/2022,36,87,48,84,121,Corn
4/17/2022,32,47,31,176,123,Corn
4/16/2022,27,59,54,39,137,Corn
12/1/2022,28,68,65,7,66,Corn
12/2/2022,36,56,45,187,177,Corn
12/3/2022,36,51,58,135,114,Corn
12/4/2022,29,39,66,154,178,Corn
4/15/2022,35,52,39,197,188,Corn
7/24/2023,30,50,64,77,105,Corn
4/18/2022,29,35,54,59,97,Corn
12/7/2022,29,47,40,177,196,Corn
4/14/2022,17,67,46,136,187,Corn
12/10/2022,38,85,38,178,116,Corn
4/13/2022,20,87,70,83,165,Corn
12/12/2022,37,77,22,181,51,Corn
12/13/2022,38,78,71,114,184,Corn
4/12/2022,38,50,45,27,167,Corn
12/15/2022,35,90,59,18,101,Corn
12/16/2022,36,40,45,15,108,Corn
4/11/2022,18,74,74,167,138,Corn
12/8/2022,39,70,27,121,181,Corn
11/26/2022,35,40,32,28,169,Corn
4/19/2022,36,50,75,57,72,Corn
11/24/2022,31,71,36,40,84,Corn
11/3/2022,25,37,28,159,87,Corn
11/4/2022,34,52,43,151,92,Corn
5/5/2022,31,58,38,188,91,Corn
5/4/2022,30,73,67,88,84,Corn
5/3/2022,18,88,24,170,71,Corn
5/2/2022,16,54,33,72,113,Corn
11/9/2022,35,85,80,166,195,Corn
5/1/2022,29,84,64,51,167,Corn
4/30/2022,36,76,72,14,191,Corn
4/29/2022,16,37,72,106,64,Corn
4/28/2022,31,60,57,143,65,Corn
4/27/2022,27,90,62,136,71,Corn
4/26/2022,34,86,68,21,88,Corn
4/25/2022,16,87,52,156,65,Corn
4/24/2022,16,74,61,1,100,Corn
11/18/2022,37,40,58,172,86,Corn
4/23/2022,32,59,43,59,171,Corn
4/22/2022,19,72,35,56,160,Corn
4/21/2022,35,55,51,120,199,Corn
4/20/2022,24,36,55,151,115,Corn
11/23/2022,28,50,69,28,57,Corn
4/10/2022,38,89,37,41,139,Corn
12/19/2022,33,40,43,158,52,Corn
4/9/2022,38,78,48,146,127,Corn
12/21/2022,29,33,29,140,105,Corn
1/16/2023,40,37,69,68,107,Corn
3/28/2022,38,47,64,35,197,Corn
3/27/2022,24,89,31,175,159,Corn
3/26/2022,24,58,57,89,182,Corn
3/25/2022,39,81,32,132,146,Corn
3/24/2022,17,44,71,120,55,Corn
1/22/2023,37,82,68,68,172,Corn
1/23/2023,38,48,24,89,91,Corn
3/23/2022,22,63,50,82,109,Corn
3/22/2022,20,75,72,56,54,Corn
1/26/2023,27,41,76,114,144,Corn
3/21/2022,17,81,34,164,151,Corn
1/28/2023,31,61,80,115,118,Corn
3/20/2022,17,33,39,35,186,Corn
1/30/2023,29,61,64,11,83,Corn
1/31/2023,34,65,72,70,103,Corn
2/1/2023,34,38,27,192,154,Corn
2/2/2023,34,39,54,19,68,Corn
2/3/2023,23,80,56,2,125,Corn
2/4/2023,40,88,40,142,113,Corn
2/5/2023,40,38,70,16,94,Corn
3/29/2022,17,52,41,154,200,Corn
11/2/2022,33,67,62,105,184,Corn
1/14/2023,25,75,28,102,52,Corn
3/30/2022,35,72,61,171,187,Corn
4/8/2022,35,45,54,67,199,Corn
4/7/2022,20,75,59,44,165,Corn
4/6/2022,34,70,29,81,146,Corn
12/25/2022,27,31,23,177,109,Corn
12/26/2022,29,57,22,113,52,Corn
12/27/2022,35,61,34,42,150,Corn
12/28/2022,29,67,30,93,188,Corn
12/29/2022,31,59,30,185,96,Corn
12/30/2022,36,51,43,22,91,Corn
4/5/2022,30,58,30,154,81,Corn
